org_id.value,Negocio creado el,Fecha de ganado,Fecha de perdido,Origen,Tipo de cliente,Canal Agrupado,Tiempo de contacto (min),(C) (EXP) Plazo y Pago,(EXP) Fecha Kickoff,(EXP) Fecha de finalización de onboarding
26824.0,2021-05-14 19:15:29,,2023-06-01 22:26:16,API,B,,2397.0,Anual,2021-05-17,
26334.0,2021-05-14 19:53:59,,2023-06-01 22:26:49,API,C,,1397.0,Anual,2021-05-17,
27616.0,2021-05-17 16:23:34,2021-05-18 04:00:00,,API,C,,1117.6,Anual,2021-05-18,
27847.0,2021-05-19 14:16:54,2022-01-14 00:30:38,,API,C,,1117.5,Mensual,2021-05-19,
28034.0,2021-05-27 19:43:38,2024-05-27 18:53:18,,API,B,,1397.0,Anual,2024-05-29,
27586.0,2021-05-31 15:13:15,2022-01-14 00:30:38,,API,C,,787.0,Anual,2021-07-01,
28155.0,2021-05-31 23:49:32,,2023-09-01 13:22:05,API,B,,2397.0,Anual,2021-06-18,
27909.0,2021-05-31 23:54:35,2022-01-14 00:30:38,,API,B,,1605.99,Anual,2021-06-09,
26653.0,2021-06-01 00:04:57,,2024-08-27 21:50:48,API,B,,1919.57,Anual,2021-07-02,
28161.0,2021-06-01 03:10:00,,2023-09-01 13:59:24,API,C,,1397.0,Mensual,2021-05-31,
27463.0,2021-06-01 03:10:01,,2023-09-01 13:23:22,API,C,,1397.0,Anual,2021-05-31,
23051.0,2021-06-01 18:28:16,2022-01-14 00:30:37,,API,C,,1397.0,Anual,2021-07-15,
27333.0,2021-06-04 19:09:52,,2023-06-27 19:11:38,API,B,,1397.0,Anual,2021-06-07,
28360.0,2021-06-08 22:18:32,,2024-07-25 19:20:39,API,C,,59.0,Mensual,2021-06-15,
28549.0,2021-06-16 00:44:24,2022-01-14 00:30:42,,API,B,,1397.0,Anual,2021-06-17,
13195.0,2021-06-18 16:24:26,2024-01-17 18:35:09,,API,B,,690.0,Anual,2021-06-22,
3059.0,2021-06-18 19:00:28,,2022-07-01 02:13:17,API,B,,,Anual,2021-06-23,
28630.0,2021-06-19 16:02:41,,2022-07-29 16:23:20,API,B,,1397.0,Anual,2021-06-23,
28706.0,2021-06-24 22:20:13,2022-01-14 00:30:37,,API,C,,1397.0,Anual,2021-06-29,
21492.0,2021-06-28 16:07:38,,2022-08-30 14:41:05,API,C,,,Anual,2021-06-28,
28813.0,2021-06-28 19:51:49,,2022-08-01 14:05:07,API,B,,,Anual,2021-06-30,
28838.0,2021-06-30 02:06:41,2022-01-14 00:30:47,,API,B,,212.0,Anual,2021-07-02,
28850.0,2021-06-30 18:28:28,,2023-07-27 14:24:45,API,C,,2397.0,Anual,2021-07-07,
28851.0,2021-06-30 18:33:48,2022-01-14 00:30:53,,API,C,,1397.0,Anual,2021-07-06,
28857.0,2021-04-30 04:00:00,,2022-05-31 22:19:45,ManuallyCreated,C,,,Anual,2021-06-01,
26058.0,2021-07-01 18:10:17,,2022-07-29 16:14:09,API,B,,978.0,Anual,2021-07-14,
28880.0,2021-07-01 20:29:26,,2023-03-02 12:49:09,API,C,,37.0,Mensual,2021-07-05,
1737.0,2021-07-06 13:38:41,2022-01-14 00:30:52,,ManuallyCreated,B,,588.0,Anual,2021-07-06,
28954.0,2021-07-06 13:52:54,2022-01-14 00:30:52,,API,B,,998.0,Anual,2021-07-15,
28967.0,2021-07-07 15:19:26,,2022-07-29 16:19:04,API,B,,,Otros,2021-07-09,
28970.0,2021-07-07 18:29:16,,2022-07-31 04:00:00,API,B,,,Anual,2021-07-19,
28883.0,2021-07-12 19:53:53,2022-01-14 00:30:52,,API,B,,1397.0,Anual,2021-07-19,
10816.0,2021-07-15 22:11:19,,2022-07-29 16:20:33,API,C,,1397.0,Anual,2021-07-21,
14691.0,2021-07-16 14:17:43,,2023-03-31 00:00:00,API,C,,998.0,Anual,2021-08-16,
29242.0,2021-07-16 22:16:19,,2022-08-01 14:10:12,API,B,,,Anual,2021-07-20,
29279.0,2021-07-19 16:28:44,2022-01-14 00:30:53,,API,B,,1397.0,Mensual,2021-07-20,
29062.0,2021-07-22 18:40:51,,2022-07-29 16:32:42,API,B,,,Anual,2021-07-26,
29357.0,2021-07-23 23:34:21,,2023-09-01 13:24:11,API,B,,998.0,Anual,2021-07-27,
29395.0,2021-07-26 20:53:19,,2023-09-01 13:25:31,API,B,,1397.0,Anual,2021-07-27,
29403.0,2021-07-27 14:48:13,,2022-07-31 04:00:00,API,B,,,Anual,2021-07-27,
29429.0,2021-07-28 21:04:21,,2022-07-29 16:22:05,API,C,,,Anual,2021-08-01,
28469.0,2021-07-29 14:23:19,,2022-02-02 13:46:24,API,C,,,Anual,2021-07-30,
29450.0,2021-07-29 22:22:02,,2023-09-01 13:28:14,API,B,,998.0,Anual,2021-08-02,
29321.0,2021-07-29 22:55:17,,2023-09-01 13:29:46,API,C,,1397.0,Anual,2021-08-02,
29482.0,2021-07-31 16:52:15,2022-01-14 00:30:53,,API,B,,998.0,Anual,2021-08-03,
16078.0,2021-08-01 00:23:14,2023-07-03 15:23:41,,API,B,Paid Ads,199.75,Mensual,2021-07-26,
29531.0,2021-08-03 21:21:55,2022-01-14 00:30:47,,API,B,,2387.87,Anual,2021-08-04,
29547.0,2021-08-04 18:07:29,,2022-08-30 04:00:00,API,B,,,Anual,2021-08-04,
29592.0,2021-08-05 20:30:47,,2022-08-30 13:54:38,API,C,,593.5,Anual,2021-08-16,
29654.0,2021-08-11 01:53:17,,2024-09-19 19:49:01,API,C,,1397.0,Anual,2021-08-12,
29663.0,2021-08-11 21:42:11,,2023-09-01 13:31:01,API,C,,2397.0,Anual,2021-08-12,
9846.0,2021-08-12 03:17:43,,2023-09-15 20:00:12,API,B,,1397.0,Otros,2021-08-17,
29424.0,2021-08-12 21:10:36,2022-01-14 00:30:47,,API,B,,588.0,Mensual,2021-08-17,
29684.0,2021-08-12 22:47:39,,2023-09-01 13:34:21,API,B,,1397.0,Anual,2021-08-27,
29810.0,2021-08-20 17:09:43,,2024-10-17 19:21:17,API,B,,,Mensual,2021-08-23,
27854.0,2021-08-20 20:02:32,,2022-08-30 14:43:34,API,C,,,Anual,2021-08-26,
29817.0,2021-08-20 20:32:34,,2023-10-24 13:51:02,API,B,,1397.0,Anual,2021-08-24,
29835.0,2021-08-23 22:56:07,2022-01-14 00:30:47,,API,C,,1397.0,Anual,2021-08-25,
29837.0,2021-08-23 23:34:05,2022-01-14 00:30:47,,API,C,,1397.0,Anual,2021-08-26,
6486.0,2021-06-01 04:00:00,2022-01-14 00:30:46,,ManuallyCreated,B,,787.0,Mensual,2021-06-01,
7046.0,2021-08-26 20:46:05,,2021-11-30 04:00:00,API,C,,559.0,Anual,2021-08-27,
29959.0,2021-08-30 19:24:19,2022-01-14 00:30:47,,API,B,,2397.0,Anual,2021-08-31,
27960.0,2021-08-31 21:22:25,,2023-09-30 17:04:00,API,C,,2397.0,Anual,2021-09-13,
10854.0,2021-08-31 22:21:26,,2022-09-30 18:55:09,API,B,,,Anual,2021-09-03,
29983.0,2021-09-01 01:45:38,2024-07-01 20:55:24,,API,C,Referrals,1397.0,Anual,2021-09-09,
30038.0,2021-09-03 22:01:02,,2022-02-02 13:39:05,ManuallyCreated,B,,,Otros,2021-09-16,
30963.0,2021-09-13 14:43:39,2022-01-14 00:30:47,,API,B,,588.0,Anual,2021-09-14,
30968.0,2021-09-13 18:44:49,,2023-11-01 15:08:13,API,B,,787.0,Anual,2021-09-13,
29913.0,2021-09-13 19:06:49,,2023-11-16 21:55:34,API,B,,1397.0,Anual,2021-09-15,
4148.0,2021-09-15 19:42:07,2022-01-14 00:30:47,,API,C,,1397.0,Anual,2021-09-17,
31053.0,2021-09-20 16:53:58,2021-09-18 04:00:00,,API,C,,1397.0,Anual,2021-09-23,
28315.0,2021-09-23 15:35:05,,2023-11-01 15:10:56,API,B,,998.0,Anual,2021-09-28,
28708.0,2021-09-28 16:26:55,,2024-08-29 19:35:40,API,C,,1397.0,Anual,2021-09-30,
31006.0,2021-09-29 15:02:39,,2022-09-30 04:00:00,API,B,,,Anual,2021-09-30,
3609.0,2021-09-29 21:20:29,,2023-09-30 17:15:10,API,B,,1397.0,Anual,2021-09-30,
31848.0,2021-09-30 20:41:16,2022-01-14 00:30:47,,API,B,,1397.0,Anual,2021-10-05,
31814.0,2021-09-30 21:55:03,,2023-09-18 20:12:25,API,C,,1397.0,Anual,2021-10-11,
29738.0,2021-09-30 22:51:00,2022-01-14 00:30:47,,API,B,,1187.5,Mensual,2021-10-20,
31851.0,2021-10-01 01:25:44,2022-01-14 00:30:47,,API,B,,1397.0,Anual,2021-10-26,
31852.0,2021-10-01 01:49:45,2024-10-22 15:17:25,,API,B,,,Anual,2024-10-24,2024-10-25
31853.0,2021-10-01 03:02:42,,2023-10-20 19:50:50,API,B,,2397.0,Anual,2021-10-06,
31870.0,2021-10-02 15:15:10,,2023-04-30 00:00:00,API,B,,998.0,Mensual,2021-10-06,
32045.0,2021-10-15 17:13:49,,2022-10-31 22:24:14,API,C,,,Anual,2021-10-18,
32064.0,2021-10-17 02:06:46,,2023-07-27 14:54:40,API,B,,787.0,Anual,2021-10-19,
31798.0,2021-10-17 02:44:07,,2022-11-30 00:00:00,API,B,,,Anual,2021-10-27,
27413.0,2021-10-19 21:16:55,,2022-10-31 22:24:55,API,B,,,Anual,2021-10-21,
32117.0,2021-10-19 21:56:19,,2024-05-27 16:58:11,API,C,,942.2,Anual,2021-11-01,
32150.0,2021-10-22 16:39:41,2022-01-14 00:30:47,,API,C,,1397.0,Anual,2021-10-28,
26481.0,2021-10-22 20:55:22,,2024-02-16 15:17:10,API,C,,0.0,Anual,2022-06-01,
30954.0,2021-10-22 23:17:20,,2022-12-02 19:47:36,API,C,,,Anual,2021-10-28,
31752.0,2021-10-27 18:32:53,,2024-04-16 23:10:32,API,B,,787.0,Anual,2021-10-28,
26845.0,2021-11-05 22:34:04,,2022-01-03 17:50:54,API,B,,,Mensual,,
29469.0,2021-11-09 21:13:24,2022-01-14 00:30:47,,API,B,,1397.0,Anual,2021-11-12,
32368.0,2021-11-09 22:59:31,,2023-11-01 15:33:37,API,B,,998.0,Anual,2021-11-30,
24974.0,2021-11-10 23:06:18,,2023-11-01 16:25:58,API,C,,2397.0,Anual,2021-11-24,
6134.0,2021-11-11 21:28:00,2022-01-14 00:30:47,,API,B,,1955.8,Anual,2023-05-19,
31070.0,2021-11-16 16:32:29,,2023-02-03 13:35:00,API,B,,,Anual,2021-11-24,
32487.0,2021-11-16 23:32:10,,2023-11-01 15:37:17,API,C,,1397.0,Anual,2021-11-29,
32491.0,2021-10-31 04:00:00,,2024-05-03 21:13:33,API,B,,2397.0,Anual,2021-11-18,
32505.0,2021-10-31 04:00:00,,2022-09-30 18:44:05,API,A,,,Semestral,2021-11-22,
27500.0,2021-11-21 03:58:00,,2023-12-11 20:32:05,API,B,,668.95,Anual,2021-11-29,
32561.0,2021-11-22 14:56:12,,2023-11-28 21:48:22,API,C,,1397.0,Anual,2021-11-24,
32458.0,2021-11-25 22:00:08,,2023-01-31 00:00:00,API,B,,,Anual,2021-12-02,
32641.0,2021-11-25 22:03:17,,2023-07-27 15:40:35,API,B,,1397.0,Anual,2021-12-02,
32642.0,2021-11-25 22:06:26,,2024-07-23 15:20:11,API,B,,1397.0,Anual,2021-12-02,
20826.0,2021-01-14 04:00:00,2024-02-16 15:18:09,,ManuallyCreated,B,,901.0,Anual,2021-02-12,
24945.0,2021-11-26 14:46:00,2022-01-14 00:30:47,,API,B,,1397.0,Anual,2021-11-30,
32656.0,2021-11-26 19:07:38,2022-01-14 00:30:47,,API,B,,977.9,Anual,2021-12-01,
29468.0,2021-11-27 16:18:00,,2022-06-21 15:45:13,API,B,,,Trimestral,,
32701.0,2021-11-29 20:42:14,,2023-03-31 00:00:00,API,C,,1397.0,Anual,2021-12-16,
29388.0,2021-11-30 14:37:44,,2023-03-31 00:00:00,API,B,,1397.0,Anual,2021-12-03,
9258.0,2021-11-30 18:19:38,,2022-12-31 00:00:00,API,C,,593.0,Anual,2021-12-05,
32714.0,2021-11-30 22:04:11,,2023-12-07 13:51:14,API,B,,1397.0,Anual,2021-12-05,
26216.0,2021-11-30 23:05:30,2022-01-14 00:30:47,,API,C,,99.0,Anual,2021-12-05,
19024.0,2021-12-01 01:36:02,,2024-01-03 22:39:10,API,C,,1397.0,Anual,2022-01-05,
19042.0,2021-12-01 03:18:55,2023-07-31 04:00:00,,API,C,Eventos,75.0,Mensual,2024-03-12,
32751.0,2021-10-31 04:00:00,,2022-09-30 04:00:00,API,A,,,Semestral,2021-12-09,
32752.0,2021-10-31 00:00:00,,2023-03-30 00:00:00,API,A,,,Semestral,2021-12-09,
32753.0,2021-10-31 00:00:00,,2023-11-16 03:38:09,API,A,,300.0,Mensual,2021-12-09,
32754.0,2021-10-31 00:00:00,,2022-10-31 22:27:21,API,A,,,Semestral,2021-12-09,
32755.0,2021-10-31 00:00:00,,2022-10-03 13:18:37,API,A,,,Semestral,2022-01-07,
35219.0,2021-10-31 00:00:00,,2023-03-31 00:00:00,API,A,,300.0,Mensual,,
32757.0,2021-10-31 00:00:00,,2022-10-31 22:28:14,API,A,,,Semestral,2021-12-09,
32756.0,2021-10-31 00:00:00,,2022-10-03 13:39:51,API,A,,,Semestral,2021-12-09,
35220.0,2021-10-31 00:00:00,,2022-11-30 00:00:00,API,A,,,Semestral,,
32760.0,2021-10-31 00:00:00,,2024-11-08 13:26:02,API,A,,,Semestral,,
32761.0,2021-10-31 00:00:00,,2022-11-30 00:00:00,API,A,,,Semestral,,
32762.0,2021-10-31 00:00:00,,2022-09-30 19:33:33,API,A,,,Semestral,2021-12-09,
32763.0,2021-10-31 00:00:00,,2024-11-08 13:26:02,API,A,,,Semestral,,
32764.0,2021-10-31 00:00:00,,2024-11-08 13:26:02,API,A,,,Semestral,,
32765.0,2021-10-31 00:00:00,,2022-10-03 13:39:51,API,A,,,Semestral,,
32766.0,2021-10-31 00:00:00,,2022-10-31 22:28:14,API,A,,,Semestral,,
,2021-10-31 00:00:00,,2023-04-30 00:00:00,API,A,,300.0,Mensual,2021-12-09,
32768.0,2021-10-31 00:00:00,,2024-05-27 22:36:57,API,A,,150.0,Mensual,2021-12-16,
32769.0,2021-10-31 00:00:00,,2022-11-30 00:00:00,API,A,,,Semestral,2021-12-16,
32770.0,2021-10-31 00:00:00,,2022-10-31 22:28:14,API,A,,,Semestral,2021-12-16,
32771.0,2021-10-31 00:00:00,,2022-09-30 19:34:15,API,A,,,Semestral,,
32772.0,2021-10-31 00:00:00,,2022-10-03 13:39:51,API,A,,,Semestral,2021-12-16,
32773.0,2021-10-31 00:00:00,2022-01-14 00:30:47,,API,A,,300.0,Anual,2021-12-16,
32774.0,2021-10-31 00:00:00,,2022-10-31 22:28:14,API,A,,,Semestral,2021-12-16,
32815.0,2021-12-06 17:55:44,,2023-01-02 03:50:13,API,B,,,Anual,2021-12-28,
32832.0,2021-12-07 23:24:10,,2023-12-08 13:18:15,API,B,,2397.0,Anual,2021-12-15,
32869.0,2021-12-09 20:57:23,2022-01-14 00:30:53,,API,C,,2248.0,Anual,2021-12-13,
29046.0,2021-12-09 23:31:22,2022-01-14 00:30:47,,API,B,,1397.0,Mensual,2021-12-16,
32699.0,2021-12-13 15:12:15,,2023-07-27 16:09:27,API,C,,787.0,Anual,2021-12-16,
32913.0,2021-12-13 19:00:14,,2022-09-21 00:00:00,API,B,,,Semestral,2021-12-22,
32975.0,2021-12-16 15:10:24,2022-01-14 00:30:52,,API,B,,1397.0,Anual,2021-12-22,
32902.0,2021-12-20 14:18:21,,2024-09-10 22:32:18,API,C,,,Anual,2021-12-20,
30076.0,2021-12-23 18:36:05,,2023-01-02 04:01:43,API,B,,,Anual,2021-12-29,
